seed,node,numArrivals,numDepartures,maxQueueLength,avgQueueLength,avgWaitTime,avgResponse,busyTime,waitTime,unavailableTime,responseTime,lastEventTime,throughput,utilization,unavailable
1773173002,Queue,10000.0,10000.0,12.0,2.502600000000011,3.702193005269147,6.899002040861608,31968.090355924604,37021.930052691474,0.0,68990.02040861608,45145.32884163208,0.22150685921636723,0.7081151289885899,0.0
1773173002,Source,10000.0,10000.0,1.0,1.0,0.0,4.51356922735199,45135.692273519904,0.0,0.0,45135.692273519904,45135.692273519904,0.2215541514108287,1.0,0.0
1088997090,Queue,10000.0,10000.0,11.0,2.636599999999995,4.12093072730014,7.309980461746639,31890.497344465,41209.307273001396,0.0,73099.80461746639,45307.03766900813,0.22071626207511708,0.7038751369586762,0.0
1088997090,Source,10000.0,10000.0,1.0,1.0,0.0,4.530367562268545,45303.67562268545,0.0,0.0,45303.67562268545,45303.67562268545,0.22073264172394394,1.0,0.0
1212486372,Queue,10000.0,10000.0,14.0,2.6673000000000004,4.221338177873049,7.416651028298062,31953.12850425014,42213.38177873049,0.0,74166.51028298063,44493.73574043569,0.22475073925770744,0.7181489252926743,0.0
1212486372,Source,10000.0,10000.0,1.0,1.0,0.0,4.448778304143681,44487.78304143681,0.0,0.0,44487.78304143681,44487.78304143681,0.22478081208690037,1.0,0.0
1063372558,Queue,10000.0,10000.0,15.0,2.6640999999999893,4.204722488167128,7.389753801587122,31850.31313419994,42047.22488167128,0.0,73897.53801587122,45030.162779532264,0.2220733699977949,0.7073106373196809,0.0
1063372558,Source,10000.0,10000.0,1.0,1.0,0.0,4.502683380266598,45026.83380266598,0.0,0.0,45026.83380266598,45026.83380266598,0.22208978858753142,1.0,0.0
625228358,Queue,10000.0,10000.0,11.0,2.5872999999999893,3.99823374867041,7.19777270992987,31995.389612594605,39982.3374867041,0.0,71977.7270992987,44953.50465681799,0.22245206633701972,0.7117440532579686,0.0
625228358,Source,10000.0,10000.0,1.0,1.0,0.0,4.494227743873428,44942.27743873428,0.0,0.0,44942.27743873428,44942.27743873428,0.22250763801705623,1.0,0.0
881363193,Queue,10000.0,10000.0,20.0,2.6673999999999976,4.230435287535097,7.4320727283521615,32016.374408170635,42304.352875350975,0.0,74320.72728352161,44454.52304760585,0.22494898863926877,0.7202051043014152,0.0
881363193,Source,10000.0,10000.0,1.0,1.0,0.0,4.443530539212775,44435.305392127746,0.0,0.0,44435.305392127746,44435.305392127746,0.22504627596801938,1.0,0.0
324131677,Queue,10000.0,10000.0,12.0,2.6263999999999967,4.1006508462158395,7.301580231191555,32009.293849757156,41006.508462158396,0.0,73015.80231191556,44784.85102578747,0.2232897904302935,0.7147348515533958,0.0
324131677,Source,10000.0,10000.0,1.0,1.0,0.0,4.478188718273127,44781.88718273127,0.0,0.0,44781.88718273127,44781.88718273127,0.22330456863497675,1.0,0.0
678974193,Queue,10000.0,10000.0,17.0,2.7472999999999965,4.487298227755743,7.694535495055266,32072.372672995232,44872.98227755743,0.0,76945.35495055266,45094.641997480816,0.2217558352178213,0.7112235789517286,0.0
678974193,Source,10000.0,10000.0,1.0,1.0,0.0,4.50917552062397,45091.7552062397,0.0,0.0,45091.7552062397,45091.7552062397,0.22177003211035398,1.0,0.0
1751788080,Queue,10000.0,10000.0,12.0,2.4833999999999925,3.6788166814679784,6.88424557437998,32054.28892912002,36788.16681467978,0.0,68842.4557437998,45662.093679820886,0.21900003250221586,0.7019890317312703,0.0
1751788080,Source,10000.0,10000.0,1.0,1.0,0.0,4.565605620908207,45656.056209082075,0.0,0.0,45656.056209082075,45656.056209082075,0.2190289926533506,1.0,0.0
1871305199,Queue,10000.0,10000.0,20.0,2.6442999999999914,4.1934017888974555,7.391974256526942,31985.72467629486,41934.01788897456,0.0,73919.74256526942,45312.68376706626,0.22068876015832253,0.7058889921576975,0.0
1871305199,Source,10000.0,10000.0,1.0,1.0,0.0,4.5303695223662865,45303.695223662864,0.0,0.0,45303.695223662864,45303.695223662864,0.22073254622234073,1.0,0.0
543901788,Queue,10000.0,10000.0,12.0,2.5780000000000043,3.9463908762615625,7.1423729305158545,31959.82054254292,39463.908762615625,0.0,71423.72930515854,44933.87859373685,0.22254922817621756,0.7112633394393348,0.0
543901788,Source,10000.0,10000.0,1.0,1.0,0.0,4.492980711259152,44929.80711259152,0.0,0.0,44929.80711259152,44929.80711259152,0.2225693953001083,1.0,0.0
661099665,Queue,10000.0,10000.0,12.0,2.7077000000000075,4.342093366785286,7.541271234918496,31991.778681332107,43420.933667852856,0.0,75412.71234918496,44261.060121761046,0.22593222965040277,0.7227973887955584,0.0
661099665,Source,10000.0,10000.0,1.0,1.0,0.0,4.42383911731064,44238.39117310641,0.0,0.0,44238.39117310641,44238.39117310641,0.22604800343822726,1.0,0.0
1838141896,Queue,10000.0,10000.0,12.0,2.636599999999993,4.119665718607924,7.33164979335219,32119.840747442657,41196.65718607924,0.0,73316.4979335219,44512.70868179812,0.2246549422881817,0.7215880969422317,0.0
1838141896,Source,10000.0,10000.0,1.0,1.0,0.0,4.450520932838703,44505.209328387034,0.0,0.0,44505.209328387034,44505.209328387034,0.22469279778494688,1.0,0.0
460066431,Queue,10000.0,10000.0,11.0,2.5434000000000054,3.8431137563476194,7.04192162394253,31988.078675949106,38431.13756347619,0.0,70419.2162394253,45582.484142529305,0.21938251475570228,0.7017625142132969,0.0
460066431,Source,10000.0,10000.0,1.0,1.0,0.0,4.55794321111422,45579.4321111422,0.0,0.0,45579.4321111422,45579.4321111422,0.2193972047658626,1.0,0.0
1726017805,Queue,10000.0,10000.0,15.0,2.614699999999998,4.076703465666323,7.275938054628929,31992.345889626067,40767.03465666322,0.0,72759.38054628929,45458.29562990754,0.21998185064863904,0.7037735455391322,0.0
1726017805,Source,10000.0,10000.0,1.0,1.0,0.0,4.54472350894296,45447.2350894296,0.0,0.0,45447.2350894296,45447.2350894296,0.2200353878585204,1.0,0.0
21676057,Queue,10000.0,10000.0,18.0,2.6333999999999986,4.1384566862236545,7.337421942602473,31989.652563788182,41384.56686223655,0.0,73374.21942602473,44937.43601365672,0.22253161032509616,0.7118708898760125,0.0
21676057,Source,10000.0,10000.0,1.0,1.0,0.0,4.492320453066972,44923.20453066972,0.0,0.0,44923.20453066972,44923.20453066972,0.22260210740693834,1.0,0.0
1708362577,Queue,10000.0,10000.0,14.0,2.504300000000001,3.769853239163072,6.969736901180775,31998.836620177033,37698.53239163072,0.0,69697.36901180775,45446.34844495207,0.2200396806822165,0.704101379210617,0.0
1708362577,Source,10000.0,10000.0,1.0,1.0,0.0,4.544322053966341,45443.22053966341,0.0,0.0,45443.22053966341,45443.22053966341,0.22005482624788608,1.0,0.0
2068128050,Queue,10000.0,10000.0,11.0,2.601899999999993,4.009645140522123,7.20803230161188,31983.87161089757,40096.451405221225,0.0,72080.3230161188,45160.072284327856,0.221434543705776,0.7082334016103227,0.0
2068128050,Source,10000.0,10000.0,1.0,1.0,0.0,4.515707000238422,45157.070002384215,0.0,0.0,45157.070002384215,45157.070002384215,0.22144926585077415,1.0,0.0
2123524646,Queue,10000.0,10000.0,19.0,2.673400000000003,4.26416253936796,7.461152006205429,31969.894668374687,42641.6253936796,0.0,74611.52006205429,45551.73589404559,0.21953060193491278,0.7018370220344053,0.0
2123524646,Source,10000.0,10000.0,1.0,1.0,0.0,4.5544384901042125,45544.384901042125,0.0,0.0,45544.384901042125,45544.384901042125,0.21956603479721568,1.0,0.0
24562631,Queue,10000.0,10000.0,13.0,2.574700000000001,3.966265090815915,7.1698906045367385,32036.255137208238,39662.65090815915,0.0,71698.90604536739,44963.80129596662,0.2224011251668134,0.7124899188646219,0.0
24562631,Source,10000.0,10000.0,1.0,1.0,0.0,4.495493806645724,44954.938066457245,0.0,0.0,44954.938066457245,44954.938066457245,0.2224449733467972,1.0,0.0
587743000,Queue,10000.0,10000.0,15.0,2.6340999999999886,4.126732980752426,7.330860235316318,32041.272545638923,41267.32980752426,0.0,73308.60235316318,44663.87033882009,0.22389461379275927,0.7173868342034367,0.0
587743000,Source,10000.0,10000.0,1.0,1.0,0.0,4.465627822353628,44656.27822353628,0.0,0.0,44656.27822353628,44656.27822353628,0.22393267862455804,1.0,0.0
14960151,Queue,10000.0,10000.0,13.0,2.6010000000000018,4.031238885660068,7.230000166130238,31987.612804701697,40312.38885660068,0.0,72300.00166130238,45018.55017773277,0.22213065415301253,0.7105429357101668,0.0
14960151,Source,10000.0,10000.0,1.0,1.0,0.0,4.501329167966097,45013.29167966097,0.0,0.0,45013.29167966097,45013.29167966097,0.22215660367976264,1.0,0.0
482912198,Queue,10000.0,10000.0,18.0,2.6712000000000033,4.280865948810911,7.483581095481386,32027.15146670474,42808.659488109115,0.0,74835.81095481386,44539.57963412044,0.22451940683201463,0.7190717049823635,0.0
482912198,Source,10000.0,10000.0,1.0,1.0,0.0,4.453367577160167,44533.67577160167,0.0,0.0,44533.67577160167,44533.67577160167,0.22454917153676365,1.0,0.0
1014013144,Queue,10000.0,10000.0,12.0,2.6431000000000173,4.130489015205359,7.324207224969719,31937.182097643596,41304.89015205359,0.0,73242.07224969719,44520.80226825939,0.22461410151023692,0.717354146163104,0.0
1014013144,Source,10000.0,10000.0,1.0,1.0,0.0,4.4516100697090994,44516.100697090995,0.0,0.0,44516.100697090995,44516.100697090995,0.22463782414468014,1.0,0.0
342927835,Queue,10000.0,10000.0,12.0,2.5492999999999917,3.848020921528923,7.047892949639211,31998.720281102887,38480.20921528923,0.0,70478.92949639211,44723.187436341206,0.22359765869179063,0.7154838935988123,0.0
342927835,Source,10000.0,10000.0,1.0,1.0,0.0,4.471929227268304,44719.292272683044,0.0,0.0,44719.292272683044,44719.292272683044,0.22361713461437177,1.0,0.0
2008414950,Queue,10000.0,10000.0,13.0,2.6502999999999983,4.156247114593304,7.357394552816893,32011.474382235887,41562.47114593304,0.0,73573.94552816893,44962.06331911174,0.22240972192549188,0.7119663115778091,0.0
2008414950,Source,10000.0,10000.0,1.0,1.0,0.0,4.495961219264052,44959.61219264052,0.0,0.0,44959.61219264052,44959.61219264052,0.2224218473494064,1.0,0.0
1831270899,Queue,10000.0,10000.0,16.0,2.6912999999999947,4.34078805990124,7.555266069880512,32144.78009979272,43407.8805990124,0.0,75552.66069880512,45144.31431621632,0.22151183712647274,0.7120449293931567,0.0
1831270899,Source,10000.0,10000.0,1.0,1.0,0.0,4.514214273234194,45142.14273234194,0.0,0.0,45142.14273234194,45142.14273234194,0.22152249305692645,1.0,0.0
1359801858,Queue,10000.0,10000.0,12.0,2.5467999999999975,3.8448966345569993,7.043268716146427,31983.720815894285,38448.96634556999,0.0,70432.68716146427,45218.97844892029,0.2211460838571592,0.7073074605615726,0.0
1359801858,Source,10000.0,10000.0,1.0,1.0,0.0,4.520874613002806,45208.74613002806,0.0,0.0,45208.74613002806,45208.74613002806,0.22119613694302193,1.0,0.0
883993205,Queue,10000.0,10000.0,11.0,2.542699999999999,3.8358854750923084,7.053785185398784,32178.99710306476,38358.854750923085,0.0,70537.85185398784,45370.8295720902,0.22040593249702195,0.7092441863319956,0.0
883993205,Source,10000.0,10000.0,1.0,1.0,0.0,4.536177149375235,45361.771493752356,0.0,0.0,45361.771493752356,45361.771493752356,0.2204499443188036,1.0,0.0
68842524,Queue,10000.0,10000.0,12.0,2.6077000000000012,4.018016275583403,7.206257581030422,31882.413054470187,40180.162755834026,0.0,72062.57581030422,44420.68884617612,0.22512032703114718,0.7177379253364444,0.0
68842524,Source,10000.0,10000.0,1.0,1.0,0.0,4.440864319084392,44408.64319084392,0.0,0.0,44408.64319084392,44408.64319084392,0.2251813899610826,1.0,0.0
1722178863,Queue,10000.0,10000.0,13.0,2.516100000000008,3.7429539484499865,6.94215901742527,31992.050689752836,37429.53948449987,0.0,69421.5901742527,45204.2570152303,0.22121810334435496,0.7077220775683586,0.0
1722178863,Source,10000.0,10000.0,1.0,1.0,0.0,4.517449615428296,45174.49615428296,0.0,0.0,45174.49615428296,45174.49615428296,0.221363841355249,1.0,0.0
1037730695,Queue,10000.0,10000.0,16.0,2.545199999999998,3.874270352831917,7.069019809714607,31947.4945688269,38742.70352831917,0.0,70690.19809714607,45461.30503515466,0.21996728849440472,0.7027403754494574,0.0
1037730695,Source,10000.0,10000.0,1.0,1.0,0.0,4.545610861644337,45456.10861644337,0.0,0.0,45456.10861644337,45456.10861644337,0.21999243455658635,1.0,0.0
503133821,Queue,10000.0,10000.0,12.0,2.6268999999999916,4.117921524681857,7.322032168559736,32041.10643877879,41179.21524681857,0.0,73220.32168559736,44857.281762674065,0.2229292459785435,0.714289969871521,0.0
503133821,Source,10000.0,10000.0,1.0,1.0,0.0,4.484959491603988,44849.594916039874,0.0,0.0,44849.594916039874,44849.594916039874,0.22296745419262706,1.0,0.0
1126904396,Queue,10000.0,10000.0,14.0,2.6198999999999915,4.076444149623769,7.283123741869693,32066.795922459238,40764.44149623769,0.0,72831.23741869692,44897.3673854241,0.22273020852546677,0.7142244142552934,0.0
1126904396,Source,10000.0,10000.0,1.0,1.0,0.0,4.489475624048907,44894.75624048907,0.0,0.0,44894.75624048907,44894.75624048907,0.2227431628413952,1.0,0.0
87708834,Queue,10000.0,10000.0,15.0,2.5805999999999973,3.959051033472367,7.159372707754921,32003.216742825534,39590.51033472367,0.0,71593.7270775492,45368.551533065096,0.2204169994872305,0.7054053008393103,0.0
87708834,Source,10000.0,10000.0,1.0,1.0,0.0,4.536146191969965,45361.46191969965,0.0,0.0,45361.46191969965,45361.46191969965,0.22045144880256126,1.0,0.0
1271339672,Queue,10000.0,10000.0,13.0,2.599299999999995,4.006982493212326,7.2128669950166495,32058.845018043245,40069.82493212326,0.0,72128.6699501665,45070.51614655594,0.22187453916620276,0.711304146457906,0.0
1271339672,Source,10000.0,10000.0,1.0,1.0,0.0,4.506014736343499,45060.14736343499,0.0,0.0,45060.14736343499,45060.14736343499,0.22192559468002787,1.0,0.0
1646702538,Queue,10000.0,10000.0,13.0,2.5936999999999903,4.022358660882853,7.2138138345590574,31914.551736762052,40223.586608828526,0.0,72138.13834559057,45406.25292596936,0.22023398443170508,0.70286688903389,0.0
1646702538,Source,10000.0,10000.0,1.0,1.0,0.0,4.539974633246849,45399.74633246849,0.0,0.0,45399.74633246849,45399.74633246849,0.22026554789026015,1.0,0.0
1765066509,Queue,10000.0,10000.0,11.0,2.5592000000000046,3.8984200389716914,7.099722595455579,32013.025564838877,38984.20038971691,0.0,70997.22595455579,44556.171698276405,0.22443579910135852,0.7184868974296833,0.0
1765066509,Source,10000.0,10000.0,1.0,1.0,0.0,4.455340563233119,44553.405632331196,0.0,0.0,44553.405632331196,44553.405632331196,0.22444973303552068,1.0,0.0
170736382,Queue,10000.0,10000.0,11.0,2.5793000000000013,3.9635125292533235,7.168945702671041,32054.331734177173,39635.12529253324,0.0,71689.45702671041,44818.14506810671,0.22312391520897987,0.715208799593706,0.0
170736382,Source,10000.0,10000.0,1.0,1.0,0.0,4.481531234163038,44815.31234163038,0.0,0.0,44815.31234163038,44815.31234163038,0.22313801862562677,1.0,0.0
1249296841,Queue,10000.0,10000.0,11.0,2.620499999999995,4.1009291086016,7.297328017165291,31963.989085636902,41009.291086016005,0.0,72973.2801716529,45006.08733214073,0.22219216538867137,0.7102147949397521,0.0
1249296841,Source,10000.0,10000.0,1.0,1.0,0.0,4.499487126128429,44994.87126128429,0.0,0.0,44994.87126128429,44994.87126128429,0.22224755221390027,1.0,0.0
842809780,Queue,10000.0,10000.0,13.0,2.5871000000000017,3.9660396449726703,7.1593519683309,31933.1232335823,39660.3964497267,0.0,71593.519683309,45040.33456413984,0.2220232175620158,0.7089894767124305,0.0
842809780,Source,10000.0,10000.0,1.0,1.0,0.0,4.50318252036899,45031.8252036899,0.0,0.0,45031.8252036899,45031.8252036899,0.2220651717927836,1.0,0.0
1008328488,Queue,10000.0,10000.0,15.0,2.632299999999993,4.111605859271877,7.307581349996009,31959.754907241317,41116.05859271877,0.0,73075.81349996009,44822.460044199855,0.22310243547852807,0.7130299157102377,0.0
1008328488,Source,10000.0,10000.0,1.0,1.0,0.0,4.4806657658801665,44806.65765880167,0.0,0.0,44806.65765880167,44806.65765880167,0.22318111911290114,1.0,0.0
436667194,Queue,10000.0,10000.0,13.0,2.553800000000007,3.8748404308594546,7.073462486400496,31986.22055541041,38748.404308594545,0.0,70734.62486400496,45434.23295807749,0.22009835643592962,0.7040114572842979,0.0
436667194,Source,10000.0,10000.0,1.0,1.0,0.0,4.542658021550345,45426.58021550345,0.0,0.0,45426.58021550345,45426.58021550345,0.22013543508140068,1.0,0.0
